read_id	sequence_length_template
7d9ce7d3-0ba2-45b4-b3df-cdf71c89847d	323
05d0f633-b48c-42e9-82c5-f523792dcb54	337
098008f6-c470-418a-bacc-1dfa49ccf3a7	136
912c990a-3b12-421f-ac75-a927d70d64b9	343
3cc3eac4-6bc8-4071-b0a7-9dd5569453b1	99
01952d2c-a589-4b14-bb7f-ebb7073cda77	86
94728c79-5912-4151-a3f6-a34812ac5582	321
a18c373a-26c9-4010-bce7-def5e6a44088	221
ba40c31c-33f4-47cf-a9be-2a16fe23d39b	212
1e221cdb-42fa-47a6-83e4-9b931f7a2c74	306
5f130998-6e47-4434-8c6a-1dbd678c7b6a	219
3a4d7130-8135-4599-a765-e4d5f639c6b4	221
b38d043f-9bfd-4155-a93d-3d1d574e4fe3	60
b3f4f3a0-c5a2-4190-92cb-ed47cbc96d52	343
a40a5596-afbb-4aa9-865c-35f45b5ebf11	330
6774cc3f-d42d-4817-a9df-49de1ab74d88	270
fad20894-618d-40f0-9154-eb8623a27b32	219
adb92745-5d64-4d3d-ae04-0d11eb70350c	258
29468aba-ffae-4da3-b407-c1310a982213	197
cd6cff4e-225c-4a94-8f80-94da2575b846	217
b0f062b3-9721-49f7-9ab4-8ddc8843f7da	330
d5559be7-de8c-4828-8ac2-23ba8c288d88	141
ad4d5a28-37dc-4d91-88e7-b84ff8b08938	208
ab620f98-9a59-414d-8520-8684cb76ef88	342
ee463974-0228-47d8-9b68-1de920f6ce01	138
686e1881-37b4-415d-b7af-60de86228e28	209
05cdb8d5-4546-4677-a133-078c55fc6252	270
775ac859-2e7d-4c28-86a8-9e92094a56b0	49
9cd3de9c-faaf-4b3f-b493-4fa6ea79ade8	77
39a6d5ca-4bff-44ec-8748-debbcbf4f284	330
f3832454-14f9-4da3-9112-25e18c881573	345
554b8cae-f81b-4e56-b175-11fe797a48c0	170
e415039f-5195-45dc-a445-c73551e3fc61	317
36aa45b6-295b-4852-ba50-66942716c7de	233
5f7925b2-783a-4bc3-a9a6-fca51fc1e885	160
24cb56ea-7a62-4815-bf33-2f293ec0bab6	79
87fa8db6-809a-4508-a24a-906adcf85aed	175
d98b09e7-d89f-48ca-8274-475e18d42015	338
3833d897-2bf2-465f-9b91-97fb20e58231	181
0b3ba88f-2b70-4a26-8b5f-388c11c94427	323
88060b13-dff6-4274-b98d-731b40bbaea6	101
9059b676-845d-470f-9511-744b629dc69d	179
7b00133c-8f05-4dfb-a392-0a48db70b991	194
361a8dff-c93f-47d0-8cd4-a6f15c753699	117
1f668520-9d32-4398-a0a3-850599172ec2	355
013df104-901d-444e-be0d-cf378a673a5a	192
079c16ed-a622-492e-a0a7-9d3eff67a155	364
824586b1-36a3-479f-b593-05807c5327b5	211
6f947cb5-209b-4577-af6c-1a2c326f081e	58
0892bda2-4ec7-4fbf-8164-6ac83e6ad49d	219
d94b469c-2647-419b-827a-a062e1a3c79f	333
54a05970-f770-4f12-8ae0-b8cace78d7fb	150
026355f2-fe80-4f10-8f8c-654bf90265ca	214
26e75050-4bcc-4e6c-a0cb-927635d0dcf2	347
9e9cd3d8-3ed5-4d26-9265-16500d4a8a3f	98
692dd338-f689-47b4-8b2a-109a2a9c359b	211
f15ef7a8-2ed6-4833-b6c9-f4a0c68d80c5	218
37e89a54-a86c-4c61-8897-cc0dd5a56992	113
52f08343-0a97-4170-a33f-19c5f689a34f	170
999143d1-63f0-4137-8d0b-2bd0a4812b75	154
a47ee538-45d7-4356-bbe9-a44af4b60f46	318
e72aced7-d523-4f98-9881-37829dc41d3e	145
9889cda7-0806-4301-9422-91d44fd1bce8	206
6f827d0b-885b-4144-8c5f-6967950dc57e	152
e2f50bf7-47ee-473b-a03d-ede125d325de	137
8f3171bc-7757-4139-b62e-019dd9db33dd	219
634e9134-b688-4826-9d62-ad9eac7b9fd9	66
3ddbb3cf-fc9d-43c4-a652-fe4209fde565	355
11eb76be-468e-4b09-8886-b22e1b8eeb7a	188
95e832a5-bdde-4970-a9c5-223e43fe1994	129
c44b347a-cbd6-4ab6-b8f7-d97d959ee0f0	331
8bd8f717-e800-463a-ad86-f97c4322128e	214
d41261b3-6b13-47f5-a61c-87c9d3550b02	211
824f845c-4a0c-4779-b385-e900a8b5ed8e	98
8c2b62f2-68f3-4279-bda2-6d1e6d9cbbf3	341
e5536b21-8228-402e-81dc-2cdefc6a600d	197
3f349768-4979-460e-b59b-4e13c0c0c291	197
1e491227-5623-4917-a8f6-ae780e4aaec5	201
b6a91652-b775-4044-8115-1584d7531ce0	183
fbd214b8-acba-40cb-aa02-0b9f7e4929e7	222
9c99d98a-3313-4aca-8cc6-841d0107b249	361
4d74ab90-1db4-4cea-97aa-7561e29fa490	238
631f465f-6084-42db-a231-d288fc18de9f	320
778a4ecb-2778-4155-8cb9-63522ba44a34	64
0eb65f9b-5743-4f84-8fde-46764b410fd0	185
7d6ba368-8461-4487-8b51-455c2494f310	209
276bdfcd-7944-400d-8f06-86d5be424b00	215
b7f6b675-7a4a-4172-83f2-b005ebae2780	106
02f9d141-8e79-481b-8e6a-9477e75de776	353
90aa8a71-1e8a-4d2f-a0c7-e9f7dc4f106b	354
6ac1a8f8-011f-44d7-a5aa-8efc07d7a1e2	169
1b0f4b53-d093-48ae-8ee1-606266342325	353
b1728e3c-90bb-40a7-83b1-effbbcba0535	212
d9f3aa8a-db1c-4c91-9f93-8f053d67d914	183
19d4ec49-7eb2-42b7-8e84-3c3b6ed5a265	201
72f7be12-86e4-4d4c-881a-b5d9c1942dbd	98
43a8ade1-e8db-4258-892f-329ccee7ea44	344
ae0ec48d-476a-4491-a378-0557da1ec879	130
3aad480f-338e-42e9-809e-3ff37a6c16c8	87
ece197e6-6d87-4997-9253-33e1ad2d442f	66
4359c1ae-034d-4552-b8bc-37643f950346	211
16796822-d8d6-4d88-860a-6449f807e156	142
41abc66c-a162-47b8-8def-8eeed48adc4c	164
7da05933-322b-4570-8098-ef887241481f	213
58a9f863-dcb3-4e01-a309-b67e06d52f3a	224
4ed88aee-fbab-4b38-af0a-2aa10cd1d43e	327
a38043a9-861c-408c-9617-0217b0faa261	235
b2ba1c77-a2b5-4a82-ba18-17813d1951ab	166
6e33cb96-b6e2-4301-822c-ca2229ca36f0	329
d7bdefed-968b-4864-beed-d9bb651762d0	149
a4d15e39-638a-49da-81a2-c755d1343559	310
4576b9cc-151b-4fc2-b06c-2343738fa8bf	193
a7cee70d-2db2-429e-92f0-2562d4743a37	224
5281efae-eb1f-40c3-9039-e0aaec354076	174
95a3aa26-93c5-4ab5-a2a1-49f9afef7630	338
c059908a-cf56-4718-82ac-9b58cafccaa6	143
6b2efac0-4496-494a-af23-c0b8bf8ab677	140
e53c76fe-0306-42eb-a6a4-3aa57e0a7322	112
8046df3d-2f35-4244-b835-7bce7a256876	323
22d48017-a396-4fc8-ad99-9e1533f99e13	317
95808013-f56a-4807-aca3-5f4516db7eb1	319
3e0294f0-b235-4bcd-be8b-5662551277ef	167
6c3be072-8c84-4fb6-a890-a0224ef284b2	175
8cba9626-9d00-4be7-a815-af78dd7e0a1c	156
156d6037-17f5-4726-8f66-21d531043aa4	344
6fc7c154-fa09-4d7d-ab8e-634a112c808f	228
8b979157-ff2d-49ed-8c60-03152a92cbbe	266
22c56cb2-ffe0-44ce-9869-11df6e45078f	298
8c5f4d71-28b1-487e-b5d7-e4127a66846d	190
ef90c444-6c44-406d-8d06-ed7b6ed8051d	320
aae5fc93-5b83-4ac2-bb1f-e9e5829c0221	209
7501fb4c-eb45-4f19-b165-093894d26601	229
4468462d-47f3-4bc8-9470-2a9383a1daf4	178
b85a9dd2-cb5e-482d-b71d-0cff8b9c5c5f	199
0c8f5ea2-39dc-485d-a9c4-c8af452ce83e	175
74765c51-e4b9-4c81-a894-daefa3094931	234
708a4b00-9a4d-4c92-9212-53f506aa766c	209
07ef3938-f413-40fb-bd60-59dd43c6cb96	124
9f748534-b695-4b9b-8ea6-90264e9f24da	321
aade0680-84aa-4595-9c3b-fcff57624a42	182
181b93a1-8e46-4ed5-afb2-3871e593b758	324
3cad60f0-954c-41ef-a2a7-71d9c921d551	343
e8968b76-0fc4-4a20-806d-16b0d020ee55	348
8cae9193-ce89-40b9-9f39-b2419406b011	329
9ba92925-01cf-4f11-9189-3cb7a51370d2	351
d4018b43-b9ff-4d78-b295-cda153e20ac0	350
689d0c44-eb4f-46fd-8e47-22d3c38c844e	339
fb44ea1e-da0a-4d32-b539-33bdfb842f58	341
a5a69dc3-2773-428a-aaed-65de5cba339d	337
ff29bd73-5fc7-4595-9666-96bc721de650	348
8a2ad7a0-af5a-4578-9b5e-e1b909bd8589	178
21b485e9-6e49-4ca2-902d-759ab2893035	331
2da48fba-b80f-4789-bc51-8a76d9ce6ec8	323
9b806eb2-55a1-49d8-ad06-104e3ca93f25	378
4f4bb323-fc87-460e-ac04-c547800134fb	348
d4a838cd-fed9-4cb2-b5e0-bffb38f5119d	322
308794e4-761b-4355-bb04-d06ff53c10d2	329
907bc50a-1b8b-471e-b3e7-856b0f3cca08	335
10dbca3b-8152-4e0f-8ef9-e4a54dfd6f5e	364
9a20feb2-8973-415b-86ca-cfe17acda4b2	253
00e133bd-3be1-4403-a589-c28a68264f39	339
702e6c41-0247-4454-afd7-468eb6cbb6ce	348
b7f3d7c2-421f-4d83-a0ac-01fea941e90d	296
4fe3e2ae-f3c9-4bb2-b829-9b8fa7f39ad8	364
d93ac34d-b104-4136-b123-3a9d94786625	368
73e2a7a5-1371-48ba-b32a-8c56ab9e5254	202
25baede2-6f84-4439-877e-22a7e62261c6	349
1b514350-8a32-4839-abcb-df614feea4a0	328
bf9d6188-ee8d-495f-92fc-c6fbc1a0e329	331
ad18b4bb-fee6-4cd8-9fb5-860046f69b8e	346
277a0bc0-0b77-4de6-bb9f-fab22a059739	242
557a842e-9a14-43dc-9baa-eaf90727c79c	356
2f628eea-2813-412e-a22d-fcfee75357d3	238
4c3c10ec-3f69-4d47-8e1e-65a1cf79a44f	329
4069e887-6ccf-4cf6-be3a-516d2915024d	366
b0f6f4b7-d4c2-40d6-acc9-ff90e01dbbe7	332
b260bee0-4b55-4eec-8621-7b53663d1dad	351
a5936c3a-6b71-4d88-a83a-513f76d4cad7	344
c28f4615-1a01-4e66-bd46-171ecaaacbac	323
ae3327f1-9abf-46d4-8836-048b9d1566c3	329
b21ba3a1-3f70-42d0-972f-a161cc28b81c	444
924f5856-7b58-47ec-bb24-1daea7ca3cab	353
06b56fe1-5e2b-483e-ba99-48b246afcf21	346
0babc538-fbed-46e7-8cfc-78d7f6690adb	2275
e781f0c6-b1cc-4096-99d5-af8b359e67af	344
a307bf94-b74e-49ef-a2ab-fdc641129ede	344
ceaf6b23-94c2-4647-9ac3-5a3229ee778a	338
6916ee72-30ef-41c3-b5f7-48310f526127	328
f1b6095d-c6e3-4fe5-96b5-28b49dec96a3	375
e1ebc54b-6d9f-4bcd-a0cb-caf7f701cefd	112
97cf995d-b2ce-4fb6-969c-2113dfba75a8	321
2f2a11ea-873e-4fe3-8462-af7e81cf4ca9	203
d1684d88-edaa-4438-bcce-13a71cae5074	338
d56aa231-d8e8-4f7b-8140-ac76c22dd3c1	345
a0519a42-a1d4-433a-90c5-81ac4de70403	363
505b8539-b143-4110-9069-05d649b993a5	324
4af57f6c-261e-45e6-903d-b73cbfece836	342
b4f282ed-a829-4399-a2ef-4845c94ca075	338
464de890-f15f-4a37-b21a-2f5e7b6c674f	354
7775724c-b097-44c0-be5f-972b0c4d6532	348
50b290cf-64f5-483a-972e-17d8584f24c8	367
978cc7fa-e743-4d89-90e0-b35c7207a1fd	329
ea1f0156-2355-47b3-8858-b174c353bf45	357
fdcc002d-dee1-44bc-97c1-4d8d3e56de16	346
ad4ef95d-28e3-4333-b0d3-29303d45fbb6	301
a03032a2-ceac-4d28-bba5-76cf576d8e11	350
1c0522c2-6a9a-4d69-a569-42787eff5110	312
ebd8323c-7dce-4384-9e13-aabb765bb8b4	277
d019fe49-8d4f-4a72-9b43-831f50d646cc	354
d72a124d-bb0e-45f8-98e9-34d0acadf59c	359
0fb730c6-b23d-48a5-b054-44d29f06b71f	1192
aac4a644-b5cb-4562-89c4-3f1fc7670c6a	326
9c06d659-7456-49dd-bfc2-202147bb2a3e	341
734bf401-5feb-4e40-80e7-8c78ffd1b974	341
d5c851e4-429c-4520-a26c-d8304b2b451b	424
6b5d7e9f-04f7-451d-8aee-08266b23b95b	312
ed2d39b1-245a-468d-8975-8818a1071421	341
f7269c12-4030-4c20-9305-a9d142cfecc7	338
87c7b354-ff6f-402a-b773-dfd4782da14a	163
062c9253-ab90-42a0-a8bb-3a8247b74b1c	331
7049a240-9ec1-42fb-b0c8-1a3d13345574	326
d683f6ef-d710-4a3a-8bf6-8e1371bc1830	389
5f458b47-0d1d-4215-89f2-44526e4a1231	348
399603ae-f0bb-43fc-a088-6cc92d999ded	350
818523d0-4b1a-4d39-992b-3c86597b0d20	358
fadeffe2-2e45-41b3-a8a4-67ced32cf264	325
9038c9ad-643c-4e99-98da-5a881a58a08a	347
2648e9fe-2555-41eb-9923-9b3e39c19113	1727
489dfafa-0265-45e0-98a4-ff0feceeb9e3	137
d3ce0dd9-fdca-4d9b-bea0-5ff9d01631a7	375
fac21fbc-1160-4b6f-a048-7de52c3d3e40	358
ae36827e-d417-4ff2-91c9-3ed46f7d0bc2	361
22d9808b-6551-4416-9f4e-6343d27b819d	324
261c9ae6-754c-4223-be15-e1d5c6c82de8	323
ddca0287-2f88-453f-b3d3-2f8361261910	341
856426db-04fe-4645-a8e9-7fae64ed5977	488
1394d846-d3f9-4b7a-84cf-8bdd80293bbc	346
14c8ee02-e2ad-4da1-bf0f-e5423efc8187	343
69fa04ea-7c2a-470e-b86b-9a7519d4ff6b	89
b3388838-3d84-496f-8a1e-61f6b6566dc4	337
aea61d9c-4555-4adc-aa2c-d5d1909c1a5e	354
9c3432d4-32ac-4478-8a64-9325e6918303	352
c7704369-9b60-4508-992b-4305b5905b56	360
68279dc5-61b1-4eeb-8e8e-7e1aff500f6c	360
442d99ba-945d-4102-a65c-080e70d5f8a2	344
1e0a053a-61dc-482f-92a6-2f121625103f	360
8c7fcedc-26fa-4d40-8f91-d71e7c5b6fa8	345
bbef8842-7531-4465-a856-0a296a0250b8	333
9697fa99-899c-4fe2-83de-f577dc69ba98	348
177a9ace-507c-4eb3-8b28-f38ef0b363ef	409
d9bb99ef-6287-460e-b713-a01be8446815	319
de7c6106-7c8f-4eb3-a826-c7b3c0932c6a	371
02ff0abd-f712-4b73-b719-8de226416848	219
bca00eba-f4d7-460e-a364-a544b8ce1f8b	525
553a921f-cc7e-4153-a348-f21fe01bc91d	624
fe6d88fb-a996-47e8-b9a3-6d51b42dd942	351
3815f508-ee07-4444-8b3b-84e60ab1390f	339
9d75606b-ced4-4b55-b6c5-80968bc4c61c	346
4ebd4109-a8d2-4c97-8a17-d6feb56d3288	339
4ae12a3b-7ce5-4ec0-a509-cd9fdae5c7b3	352
3cdf41ad-b8ec-48b8-9594-5ff99002e18a	337
a7aa0e6f-c6bd-4c8f-962c-f390df0efab2	333
adf940ba-0c5e-4348-a48a-861c61fa1178	128
5573b04a-d0c1-4b1e-befc-29d6931fa150	353
104a9fd6-d98d-4734-85d6-bbcd6832a4e7	341
777717ac-ac23-453f-a2f8-a6e0daf4a44b	349
39bf2c43-1ddc-4f3e-b90d-1eb2494e3082	343
2acfc165-ce07-4137-ad7a-96a4eef83cb5	351
1f94eac9-2334-45d2-88ad-a3a62f4baa64	352
32a9e1b9-e8b2-4065-a7ac-91dfe0a9c268	345
c69b716d-2b36-4e18-a9c1-7096c616dde6	346
6dc55bbe-43b2-426e-bc3c-d170a33662a9	359
fd89b2d8-0687-4ca1-a980-5f751ada59ea	369
7877b16a-bcbb-4113-a056-0ebbd8ba9da0	329
6c40eef7-d0a7-44ac-8106-e9d7767d5d5c	340
d932fafa-ac5a-491e-b660-9c60b93a909d	349
8420d6e5-7eed-406d-8047-0c295b6ebf46	344
33597b13-a66a-4476-a7ba-3ee39f8713b4	329
2b4d56a5-6e18-4dcb-8dad-a9ed3f0a3da4	369
0df64220-a49c-4331-bd4f-1cf2c3a8a653	218
a4324f45-edda-429d-8774-dd3d56ace3e7	342
54305d3d-bd97-4938-afc6-ca790c10857b	312
4baf8cc2-2f62-4de0-80f1-8bb39d9c02f8	345
a7f542a8-c993-443d-9ab0-71dad9441d21	414
a952a1d5-b150-4609-96ad-8fb9a175ecbf	358
3193a87c-2d89-44bd-ab13-8d1b53cc8fd8	355
ed10d3ad-b20a-4e8e-a6c5-b57d1c3b8967	345
ca43fed9-c36f-4f3b-bcb6-e47e761f17e6	354
809934fc-4712-43f8-9966-464268f264c0	352
9b290e4a-5def-489c-9141-8f2420d53014	339
b92ce19e-8b49-4fca-a8d9-ca909b3c75b6	337
a71720cb-8061-4cdb-b1ee-e438a01515a6	332
9864aa16-18ca-45b3-a4b8-ca425df811b8	348
b2e37841-6ade-43f0-b537-7bcbe74c7252	351
a55af151-4b9f-417a-9ca8-8bbe00c64719	323
27444bf2-34c0-4d07-8f55-ed63272ccee0	142
2f0394a8-d36b-4bfc-83e4-c2c2c29aad5d	333
6045018e-841a-431a-8ebb-0f6746edd568	345
d74f5744-771c-426b-af9b-4d6ae3fd6abb	353
9d696a29-5b74-42dc-8f46-96b2baacd1bd	322
17e5b91e-6646-4d33-a725-53b851f07178	355
fce21c68-ac07-476b-a1ba-e58df69a80ec	344
bab7adb1-17ed-4000-8f60-bd091ef8eb75	351
5daecf1e-3b17-4c36-b11f-108504fa6365	327
409e2d69-127b-4ffa-97c1-3fb61b5028c4	367
fde41834-06ed-41d6-8bbd-5138e6258a13	341
a5bad2d8-7c8a-4675-9536-0935c60c05fe	351
56779039-7ab5-4009-9a4c-620da8d4a5de	357
334eb073-9659-4382-96e6-8ec40a66008c	164
94719ace-b368-460f-bec3-2aa1b90b16d4	333
7da52ebb-8c4d-4ca2-8109-76f873ddef5e	336
e9c78aa7-c61c-486c-b269-fbd140c71bc5	362
001959c9-c44b-4da2-9995-8e3bd6587a15	337
d9be4902-1628-43d3-9b91-60ce28db7948	1419
bd8a8806-0783-4b88-87f7-23c3b119ad4e	353
dd7fca4e-7b13-45c0-acee-69180d4258ef	358
b269662b-3b17-468a-9c95-8332e9aa541a	345
2039c82d-b8c4-4276-b2db-66758593562c	322
bcf2a480-11f3-4997-9bb0-29568c953144	375
f03fb0af-97c8-4e22-82f0-a80b6463251c	355
f13ec933-cae7-46d3-ad88-231965d0343d	328
9eae6bff-d3d8-45cf-8aff-78f0ab822f6e	354
4beca427-7eba-41e6-a69f-1cac0dcfdb5d	344
576af811-a8dc-4f1b-9429-7dd8f7402fff	345
f8919f3e-7de1-4ac7-8dbb-db2f03abb6aa	356
2f02aa8a-3b9d-4c6c-b40d-f5668a6aa714	353
58b8e3e2-a754-42fc-904c-a267dd1ed32e	343
7ba9f304-1458-4eee-b933-4ad338a6d65e	331
e334cfa2-7bf3-4aec-9a70-a42f4ff91d9c	331
67293dd0-e40e-4c0a-9f31-bad364c23c5e	343
82a20fc2-7beb-45f1-b79d-002eb4f9f15e	339
3c544388-f577-401d-9ab8-055e11241fec	79
3de579d4-ecf9-452d-9610-2b349390a82c	342
0fc0b4a2-83f2-4358-87c0-beb95ad9446d	337
5400eeba-2ebd-4c7a-b021-84090b0bacce	352
66f1dccc-caef-46a1-aa76-62ea8121cb88	339
4148d0a9-90b7-4aa9-bf61-88d7e650c85b	325
00803569-f5ad-4b81-ba2a-e575fe253d78	345
2e437d33-31c1-44a7-8f72-ca729bc57247	346
95256904-9624-40fc-83dc-919ee6f04a81	338
5753336d-0a73-4147-928a-377e13bde5d8	327
319822c6-d4dc-41d0-9465-272a52fd1b84	101
cfba3f2e-821f-4010-adde-294da8b795f0	343
1e495051-beb6-4358-869a-2f8b10769c83	356
44b51b92-e27b-40f2-ae13-438d0d2a9739	321
6b72c033-97a0-4e7a-a631-26806a358747	338
0f83c087-c2d4-404f-a3ba-c5fc9381d883	247
c95eeafa-139c-41c2-8eee-45ed58fba2d4	361
54bf8d3c-7bbd-4ed7-8f97-d67cc661e766	335
fc2eba19-da5c-413c-a162-6a6f13ce2e81	358
a6d1aa1d-ee83-4406-bda4-f3948579df58	326
53451b92-bb6c-44e3-b2cf-26315b55390e	333
5c78cbb0-166f-4110-a2a9-10662f851366	339
0e03e4d1-bb5e-4873-be75-638ce8b7911e	351
57bb3e66-3d5b-4bf6-afba-eb980999422b	334
3a87261f-7e99-40bc-84cd-b7b48dd20a5c	336
b6065e83-cd77-4176-8a3f-81153072ade5	347
0855fa19-05d4-4162-98b9-0b6a3c349476	346
1b5a6007-2a99-4d58-a521-7d98f7394a98	354
bdec330f-fa09-45ae-abf3-3d8c20ace398	360
75de571d-902b-40a1-9903-9a9f8958e0fe	326
bc75c608-dbaa-4a37-8e7f-0eb17f2a4159	352
f9e31195-12a1-4e4b-afb1-3ca009d0fc9b	210
4973b869-3849-4409-ba57-8e058de132e8	332
be776843-97ea-40c8-babd-b23375f0802c	340
d7df035c-b9f7-44ad-aec6-902f47c40362	353
27639dce-7667-4b60-a5e7-bbfdfa8e25e8	384
8323c87f-aca9-47b1-a976-2cadc3f4b935	343
052e31a6-ddb8-4e08-84ce-17cb6695889f	336
7e80d121-3f4b-457f-9461-e390395ebf0c	353
02559b37-ccf0-457e-8314-a839a30664be	366
1d441bf4-f48d-48e7-b471-f3aa319eb6b0	280
01b853f5-0741-484e-a38f-929e53ced698	332
69a0128b-c7ef-4a3e-8cc5-e1395c4a1e5b	342
e6079323-7b58-436b-9966-d1d0342411d6	340
4edd1ad8-b4be-446c-9444-49b5154d0b6a	357
7500691d-a54a-4fb1-953e-510f3b620c61	323
9d0be33f-42a1-48e5-b776-37384c9e9ee2	336
b0c410c2-c0b9-42fb-9bc5-f3120e980661	359
751a7d16-0d4d-4de4-8aac-2f395a3219c3	292
f969fe87-18dc-4e4f-bbf9-396af4e97be2	301
f70c02da-ffee-4b87-aba0-bf06d64c5c0e	319
de3696c0-7fbe-4a28-8ab0-dbaecc1d769e	335
000349c5-6d9c-48a8-a82e-523928ced685	217
a646f105-9bd5-4b72-9478-e1efad4df6bc	341
32404f02-aafb-4b21-b1b3-8484b255025b	340
1916f23f-9d40-4c38-8d27-890de744baf2	324
49a350ce-9d1f-437c-b0a4-3df5bb6349ed	340
fa8f0641-1a4a-4f8e-a127-c7dbf30df82a	333
91d4cd5f-b868-4923-b4ec-3ff0b1501f8a	355
ed70ccb3-8674-4960-a01d-aebf48863802	353
131c67a7-896b-447d-bd10-7fe17d30ad8d	459
a5d7b5c6-d6ee-451a-affc-69508971956f	344
76e4a103-56e8-43cb-ad27-3380823f19f7	316
ed6a8548-e566-4e52-870d-f0cd97c662d2	352
6ea1d2d3-0429-4064-a6f7-adf23efb5d0a	319
f8818832-e08c-4ecb-8c3e-d50bbf768991	365
79d42c75-4b11-4bf1-b10a-f78f424fc8c1	344
33fab0a6-8c89-44a5-a9fd-356ddb5befb9	351
4afe539a-8c7a-454a-8688-c71654f86a93	354
4ff83496-616d-4719-9f97-acf668b30979	330
d3111b10-1040-468d-b445-41132bbd8f5b	354
3dd7c611-80c9-4865-8435-dad2c7fe27dc	342
1700f075-c018-459c-a71f-4285b9156f7d	323
0ee0f50c-06ae-44b1-940c-ce22230a328c	391
e1d74b08-7e46-4e29-b7cb-96728a64f0b9	262
e3ad02b8-d1c4-4098-91dd-fb4455d335d9	352
5b33ed92-c9a7-44e3-ba5c-82087794b1dc	335
2de52e79-296f-4857-bcf8-1ccf34cea9fb	344
bc4ccdc9-17ad-45c4-b605-52ce3ea8b2df	378
3047bdbb-d22e-4340-8146-68c34f8c2eff	348
ff6eb0bf-be95-4bfa-a889-f29d514f24a4	333
97d3a6c8-76cf-4d7f-9633-e698cd4c0a81	339
073eaae2-6d4e-4484-9956-b6518f1d16ee	327
8da5d1ae-55af-47e0-8b01-b29643b5de33	369
eb810dd2-3ed9-499a-9e6b-5f7b549b55f4	339
01dca023-c6c7-42d4-8957-e3ac41a4711f	348
cb0f4c1a-04b2-4f3a-a53a-c5d5caf4dac3	350
736fe989-c431-4689-b91e-632e8144a91a	348
5db1f142-1c3f-42ab-9e36-e9ec3ee489ea	330
5af45a46-9f69-4132-a72f-4ab7bf0d670f	357
8d045d72-61ee-4ee4-9656-954fc0dba39b	341
a8bd5544-0eb5-4647-a33f-a3797bbf47e1	356
6d6b0392-4ac7-4bc6-ba8a-3155c35ba5fb	343
b0419fa0-f250-4ec7-be7f-12208255b3f0	374
10f87496-9667-4d9d-8fcc-6b0f0dd67036	269
9200de4e-dd88-4b60-a676-c3e45463d630	343
e8119fbc-4cd5-4875-bfc0-dc30f3076f5a	322
a81e0131-fbf9-4b5b-b58b-08937c429b92	349
aa680d7b-1d2f-43e4-afaa-4555b634ab0f	367
89278e80-5d90-4c48-897a-09561b97c853	337
04494acc-691c-40fd-9a05-c45a4d4d6a72	161
651e96dd-d283-4174-b36d-e3517b21175c	354
68fcace6-27f2-4b1b-8028-88f4255ebdac	320
8989ee2a-7133-4bce-9ff7-ce208ada3112	345
91574def-35e4-4fda-958d-512fc74d850b	334
7a2bbe7d-42b5-4788-b414-877bc8f6d69a	345
363fde53-b3ea-4541-b0e6-3c32213455cf	333
54e83465-abd4-4892-8864-d9ba072407f0	297
b2e258d2-84bf-4176-aa3e-20658371bc48	338
ca7acda6-2243-4b53-be28-911e130fc543	319
6bd7e985-fbe4-4341-94db-35d83c2a03fd	318
27af26b3-1a4d-4e00-a9be-7b8674ab0c02	577
f82cf8f3-45f3-4310-88ed-12d3b08e9e4a	354
eaa98699-527b-4f0b-bed7-0868515a79d8	355
53dc7c60-e260-4752-8234-4e8a327f9115	313
dc4599bf-a55a-4150-bba0-b85844c9cf32	345
b3bfd6a8-8b0a-420d-a18e-a29ce995599b	338
2ab1ec92-77ac-4211-b201-cba699da96be	344
9a23f59c-ba74-4182-bd50-23e845dc1bf3	353
7ce26278-4110-44ec-9401-f501a81f1aa4	352
9d01513c-5703-4bb3-9233-65a5aa90aed6	350
15bd85a2-0454-4a8b-a9e8-d7d92af73a49	331
3d9a7891-33cc-4267-876c-6280fa1507f7	328
971b3977-e349-4041-a970-e4282f34f06f	328
80235188-4937-42f3-bac6-55f8b738eeff	328
523b7631-db80-4103-a7bd-eb99540da648	349
175b5e4c-9b4a-4335-9225-14507df48e81	328
771931dc-f6d2-4b1b-ab78-c32913c62556	253
61960b26-8935-4214-9ab0-8c59fa41f876	864
65549676-5b47-4b0b-95fe-996e4703dea9	297
0534ded6-8ab1-4080-950b-280e64fce080	352
33102f1a-a1d6-4bd3-aa5c-6620d10279ec	367
85060f79-5bb0-47a0-acd3-471dcf15286b	342
90641472-befe-4e3c-912b-af1ebb79688c	341
62bce3c9-bad7-48a0-ba07-67c8bb4ea5a8	337
d31db895-6f39-4181-b6c7-abe9d6eb3302	342
d5f7b344-8b4c-432e-a1b6-bf1528c6431c	353
6cb2ccf3-af63-4385-957a-926d04c8eebc	368
f381e8b2-2e6b-4293-8d4a-175388e311d1	327
67706a4e-75ba-4d31-ae0c-f55cab02b597	356
9373679a-ff80-47fa-bc09-46420cfdc15c	91
e225f0bd-1637-42d0-950c-d21e827cad93	333
af353b9c-cb0a-4510-b8c0-2d7bf388f8f0	362
a8339d67-7e86-427f-a8f9-bc6144277ea9	329
08b4823b-a1ca-47e7-8dce-3e2ae9591f1d	323
1dfbe4b5-73be-4400-8f85-7884be01a45f	198
d2b0c060-7a7d-4d90-bff2-fbc74ce4b4df	355
e15a514b-da74-4d9e-bcaa-21833c9d2f67	351
26f88074-bfff-471a-96c4-2799a8677e77	310
5f9b59b5-2563-4256-8a6b-fd710b4af786	334
